Latitude,Longitude
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
52.1738525,4.693713
52.173916,4.693456
52.174039,4.693117
52.1741165,4.692673
52.17427,4.6920985
52.174174,4.690993
52.1739235,4.6900255
52.1733115,4.68971
52.1728375,4.6892625
52.172367,4.688812
52.1721155,4.688534
52.171941,4.688239
52.17178,4.6880705
52.171162,4.6876425
52.170496,4.6864
52.169821,4.6851815
52.169271,4.684443
52.168786,4.6827925
52.168529,4.6814305
52.168414,4.680117
52.168364,4.6790735
52.168309,4.6778995
52.1683115,4.676042
52.1682895,4.6749535
52.168313,4.674018
52.168305,4.672552
52.168231,4.67115
52.1681765,4.669243
52.1681535,4.6680295
52.168132,4.6670155
52.1681485,4.6661105
52.168156,4.6659455
52.168196,4.665372
52.168206,4.6649745
52.1681345,4.663903
52.1680875,4.662311
52.1680705,4.661514
52.1680665,4.661244
52.168049,4.6604075
52.1680455,4.660249
52.168043,4.6600365
52.16803,4.6595165
52.1679985,4.6580065
52.1679745,4.657003
52.1679545,4.655862
52.1679505,4.6555405
52.167931,4.6546535
52.1679115,4.6538785
52.1678985,4.6532325
52.167885,4.6526605
52.1678555,4.6511405
52.1678435,4.650604
52.167809,4.648985
52.167801,4.648518
52.16779,4.6478895
52.167698,4.6464955
52.1676825,4.645854
52.167666,4.645499
52.1675615,4.644443
52.1675175,4.6440275
52.1674665,4.642927
52.1674335,4.642428
52.167388,4.6418115
52.1671955,4.640627
52.1670375,4.6397445
52.1670185,4.6395485
52.1669385,4.6390005
52.166915,4.638821
52.166913,4.638544
52.166939,4.638279
52.166926,4.6381645
52.166801,4.6373895
52.166624,4.636245
52.166492,4.6354125
52.1663655,4.634228
52.166371,4.6340355
52.166407,4.6336345
52.1664525,4.6332305
52.166413,4.632837
52.1662475,4.6317725
52.1660395,4.630202
52.1658465,4.6290025
52.165698,4.6280585
52.1656525,4.627756
52.1656415,4.6270825
52.165532,4.6259535
52.1653075,4.6246515
52.165027,4.622999
52.164675,4.6207845
52.1644245,4.619369
52.164288,4.618512
52.164123,4.6173475
52.16406,4.6165755
52.1638285,4.6148035
52.163513,4.6129685
52.1633855,4.612019
52.1633335,4.610577
52.163243,4.6095715
52.1637765,4.60864
52.163895,4.6076565
52.164168,4.607244
52.164377,4.6062175
52.164817,4.6050885
52.165113,4.604592
52.165395,4.6034085
52.1654925,4.603294
52.166106,4.6026675
52.166147,4.602031
52.1662905,4.6009925
52.1665075,4.6001655
52.1669935,4.5990155
52.167421,4.5977755
52.1676795,4.596863
52.1677795,4.596512
52.167861,4.595816
52.167939,4.595082
52.1678345,4.593867
52.1676995,4.5930365
52.1674615,4.591393
52.167588,4.5903025
52.167594,4.589384
52.167643,4.5888245
52.167715,4.5884575
52.167899,4.588163
52.1679185,4.587816
52.167749,4.5871085
52.1675945,4.5862995
52.1675145,4.5858665
52.167318,4.585106
52.1671595,4.584884
52.1669765,4.5846695
52.166518,4.58375
52.166192,4.5825085
52.165762,4.5813075
52.165297,4.5808145
52.164765,4.580477
52.1644755,4.5803665
52.164274,4.5801805
52.164121,4.5799795
52.1637,4.5790555
52.163143,4.5776115
52.162796,4.576915
52.162269,4.576303
52.161662,4.575218
52.161305,4.573984
52.1610645,4.5727195
52.1609245,4.571757
52.1608655,4.570606
52.1607815,4.5696765
52.1607815,4.5694365
52.161096,4.568697
52.16136,4.567335
52.161294,4.5661335
52.1612635,4.5649765
52.161198,4.564023
52.161294,4.5628395
52.161484,4.561961
52.161691,4.5615235
52.1622515,4.560684
52.1630135,4.559511
52.1631665,4.559366
52.163427,4.559189
52.1636215,4.559197
52.1638135,4.559189
52.1638565,4.559119
52.163942,4.55898
52.163959,4.558664
52.1641375,4.5578345
52.1639965,4.5575235
52.164113,4.5574205
52.164181,4.5573065
52.1642695,4.5572315
52.1644095,4.5571425
52.164391,4.5571345
52.164167,4.556893
52.1639685,4.5566655
52.163653,4.556072
52.163459,4.55553
52.163268,4.5548555
52.1631925,4.554299
52.163217,4.55392
52.1631255,4.553367
52.162993,4.5530115
52.1628495,4.5527325
52.1626975,4.5523485
52.1625215,4.5516635
NaN,NaN
52.1623585,4.5506745
52.162019,4.550156
52.161861,4.5496905
52.161588,4.5495145
52.1612795,4.549202
52.161009,4.5485705
52.1606755,4.547348
NaN,NaN
52.160334,4.545884
52.160031,4.545379
52.159985,4.54527
52.159721,4.54501
52.1593115,4.544334
52.158862,4.5431285
52.1585035,4.5418995
52.1581815,4.540833
52.157953,4.540166
52.1578705,4.539859
52.1577585,4.5393125
52.1577215,4.5390145
52.1575105,4.5384325
52.1572775,4.537679
52.1572405,4.5374435
52.1571235,4.5370985
52.156916,4.5365605
52.15675,4.5359435
52.1564475,4.5346925
52.156427,4.534517
52.156407,4.5344125
52.156399,4.534025
52.156377,4.5339505
52.156008,4.5330125
52.155638,4.532024
52.155248,4.5309055
52.1548375,4.529582
52.154745,4.52924
52.154676,4.529032
52.15455,4.528497
52.154479,4.5283155
52.154052,4.5271935
52.153638,4.5262285
52.1533525,4.525518
52.152996,4.5243915
52.152885,4.523623
52.152964,4.52337
52.1528575,4.523231
52.152807,4.5231825
52.152807,4.522961
52.1531995,4.522483
52.1534925,4.521914
52.1536135,4.520693
52.153684,4.519584
52.153881,4.5189065
52.1539455,4.5188965
52.1539575,4.518869
52.154108,4.5182915
52.154516,4.5178095
52.154753,4.517237
52.154924,4.5165235
52.1549555,4.515906
52.154938,4.5154585
52.1549625,4.515306
52.155005,4.515229
52.155099,4.5145175
52.1550055,4.513829
52.1549125,4.513743
52.1547595,4.5136
52.1542895,4.5134905
52.153848,4.5135525
52.1533695,4.5133445
52.1531575,4.513228
52.1530035,4.5129735
52.152577,4.5121845
52.1524795,4.512049
52.1523215,4.511788
52.1517625,4.511473
52.151379,4.511307
52.1509395,4.51099
52.1508615,4.510484
52.1507405,4.510095
52.1502825,4.50952
52.1500845,4.509181
52.1496865,4.5083785
52.14929,4.507585
52.149127,4.5070145
52.1491805,4.506804
52.149648,4.5060495
52.149906,4.5055425
52.1498725,4.5052115
52.149636,4.504747
